SID,correct_response,context,optimal_response,stim_gender,stim_chosen,reward_possible,,,,,mating,neutral,status,
68,37,mating,37,f,20,5,,,,,,,,
68,37,mating,39,m,20,5,,,,,,,,
68,39,status,39,m,20,1,,,,,,,,
68,39,neutral,39,m,20,5,,,,,,,,
68,39,status,39,m,20,5,,,,,,,,
68,37,status,39,m,20,1,,,,,,,,
68,37,mating,37,f,20,5,,,,,,,,
68,37,mating,37,f,20,1,,,,,,,,
68,37,neutral,37,f,20,1,,,,,,,,
68,39,status,39,m,20,5,,,,,,,,
68,39,mating,37,f,20,1,,,,,,,,
68,37,status,37,f,20,1,,,,,,,,
68,39,status,39,m,20,5,,,,,,,,
68,39,mating,37,f,20,1,,,,,,,,
68,39,status,39,m,20,1,,,,,,,,
68,37,neutral,37,f,20,5,,,,,,,,
68,39,status,39,m,20,1,,,,,,,,
68,39,neutral,39,m,20,1,,,,,,,,
68,37,neutral,37,f,20,5,,,,,,,,
68,39,neutral,39,m,20,1,,,,,,,,
68,39,neutral,37,f,20,1,,,,,,,,
68,39,status,39,m,20,1,,,,,,,,
68,37,neutral,37,f,20,1,,,,,,,,
68,39,neutral,39,m,20,5,,,,,,,,
68,37,neutral,37,f,20,5,,,,,,,,
68,39,mating,39,m,20,1,,,,,,,,
68,39,status,39,m,20,5,,,,,,,,
68,39,status,39,m,20,5,,,,,,,,
68,39,status,39,m,20,5,,,,,,,,
68,39,neutral,39,m,20,1,,,,,,,,
68,39,neutral,39,m,20,1,,,,,,,,
68,39,status,39,m,20,5,,,,,,,,
68,37,mating,37,f,20,1,,,,,,,,
74,37,neutral,37,m,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,39,status,39,f,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,39,status,37,m,20,5,,,,,,,,
74,37,status,39,f,20,5,,,,,,,,
74,37,status,37,m,20,1,,,,,,,,
74,39,mating,37,f,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,37,status,37,m,20,5,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,39,status,39,f,20,1,,,,,,,,
74,37,mating,37,f,20,5,,,,,,,,
74,39,neutral,39,f,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,37,neutral,37,m,20,5,,,,,,,,
74,39,status,39,f,20,1,,,,,,,,
74,39,neutral,39,f,20,5,,,,,,,,
74,37,neutral,37,m,20,1,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,status,39,f,20,1,,,,,,,,
74,37,mating,37,f,20,5,,,,,,,,
74,37,status,37,m,20,5,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,37,mating,39,m,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,neutral,37,m,20,5,,,,,,,,
74,37,mating,39,m,20,1,,,,,,,,
74,37,status,37,m,20,1,,,,,,,,
74,39,neutral,37,m,20,5,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,37,neutral,37,m,20,1,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,39,neutral,37,m,20,1,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,status,37,m,20,1,,,,,,,,
74,37,mating,37,f,20,5,,,,,,,,
74,37,status,39,f,20,5,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,37,neutral,37,m,20,1,,,,,,,,
74,39,neutral,39,f,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,37,mating,37,f,20,5,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,mating,37,f,20,5,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,mating,39,m,20,5,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,39,status,39,f,20,1,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,37,neutral,37,m,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,37,neutral,37,m,20,1,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,37,neutral,37,m,20,5,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,37,mating,39,m,20,5,,,,,,,,
74,37,status,37,m,20,1,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,39,neutral,39,f,20,5,,,,,,,,
74,39,status,39,f,20,1,,,,,,,,
74,39,mating,37,f,20,5,,,,,,,,
74,37,mating,37,f,20,5,,,,,,,,
74,37,neutral,39,f,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,37,status,39,f,20,1,,,,,,,,
74,39,neutral,37,m,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,neutral,39,f,20,5,,,,,,,,
74,37,neutral,37,m,20,1,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,37,mating,39,m,20,5,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,mating,37,f,20,5,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,37,status,37,m,20,1,,,,,,,,
74,39,neutral,37,m,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,39,neutral,37,m,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,neutral,39,f,20,5,,,,,,,,
74,39,neutral,39,f,20,5,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,37,neutral,39,f,20,1,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,37,neutral,37,m,20,5,,,,,,,,
74,37,neutral,37,m,20,5,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,neutral,39,f,20,5,,,,,,,,
74,39,mating,37,f,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,37,mating,39,m,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,neutral,39,f,20,5,,,,,,,,
74,39,mating,37,f,20,5,,,,,,,,
74,37,neutral,39,f,20,5,,,,,,,,
74,39,neutral,37,m,20,1,,,,,,,,
74,37,mating,37,f,20,5,,,,,,,,
74,37,neutral,39,f,20,1,,,,,,,,
74,37,mating,39,m,20,1,,,,,,,,
74,39,status,39,f,20,5,,,,,,,,
74,39,neutral,39,f,20,1,,,,,,,,
74,39,status,39,f,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,37,mating,37,f,20,1,,,,,,,,
74,39,mating,39,m,20,1,,,,,,,,
74,37,status,37,m,20,1,,,,,,,,
74,39,neutral,37,m,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
74,39,status,37,m,20,5,,,,,,,,
74,39,status,39,f,20,1,,,,,,,,
74,39,mating,39,m,20,5,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,39,mating,39,m,20,5,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,37,mating,37,f,20,5,,,,,,,,
76,37,mating,37,f,20,5,,,,,,,,
76,37,status,37,m,20,1,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,37,mating,37,f,20,1,,,,,,,,
76,37,neutral,39,m,20,1,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,37,mating,37,f,20,1,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,39,neutral,37,f,20,5,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,37,mating,39,m,20,5,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,39,status,37,m,20,1,,,,,,,,
76,39,mating,37,f,20,5,,,,,,,,
76,37,status,37,m,20,1,,,,,,,,
76,37,mating,37,f,20,5,,,,,,,,
76,37,neutral,39,m,20,1,,,,,,,,
76,39,mating,39,m,20,1,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,37,mating,37,f,20,5,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,39,status,39,f,20,1,,,,,,,,
76,37,mating,39,m,20,1,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,39,mating,39,m,20,5,,,,,,,,
76,39,mating,39,m,20,5,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,37,neutral,37,f,20,5,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,39,mating,39,m,20,5,,,,,,,,
76,39,mating,39,m,20,1,,,,,,,,
76,39,status,39,f,20,1,,,,,,,,
76,37,status,37,m,20,1,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,39,status,39,f,20,1,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,37,mating,39,m,20,1,,,,,,,,
76,37,mating,39,m,20,5,,,,,,,,
76,37,neutral,37,f,20,5,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,37,status,37,m,20,1,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,39,mating,39,m,20,1,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,37,mating,37,f,20,5,,,,,,,,
76,37,status,39,f,20,1,,,,,,,,
76,37,mating,39,m,20,1,,,,,,,,
76,37,neutral,39,m,20,1,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,39,status,39,f,20,1,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,39,status,37,m,20,1,,,,,,,,
76,37,mating,37,f,20,1,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,39,status,39,f,20,1,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,39,mating,39,m,20,1,,,,,,,,
76,37,mating,37,f,20,1,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,39,mating,39,m,20,5,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,39,status,37,m,20,1,,,,,,,,
76,37,neutral,39,m,20,5,,,,,,,,
76,37,status,37,m,20,1,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,39,mating,39,m,20,1,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,37,neutral,37,f,20,5,,,,,,,,
76,37,status,39,f,20,1,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,37,neutral,39,m,20,1,,,,,,,,
76,39,status,39,f,20,1,,,,,,,,
76,37,status,37,m,20,1,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,37,neutral,37,f,20,5,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,39,mating,39,m,20,1,,,,,,,,
76,39,mating,39,m,20,1,,,,,,,,
76,37,neutral,37,f,20,5,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,39,neutral,39,m,20,1,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,37,neutral,37,f,20,5,,,,,,,,
76,39,status,39,f,20,1,,,,,,,,
76,39,status,39,f,20,1,,,,,,,,
76,39,status,39,f,20,5,,,,,,,,
76,39,neutral,39,m,20,5,,,,,,,,
76,37,status,37,m,20,5,,,,,,,,
76,37,neutral,37,f,20,1,,,,,,,,
76,37,mating,37,f,20,1,,,,,,,,
80,37,mating,39,f,20,5,,,,,,,,
80,39,neutral,37,m,20,5,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,37,mating,37,m,20,5,,,,,,,,
80,39,mating,39,f,20,1,,,,,,,,
80,37,mating,37,m,20,5,,,,,,,,
80,37,status,37,m,20,5,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,37,mating,37,m,20,1,,,,,,,,
80,39,neutral,39,f,20,1,,,,,,,,
80,37,neutral,39,f,20,5,,,,,,,,
80,37,neutral,37,m,20,1,,,,,,,,
80,39,status,39,f,20,1,,,,,,,,
80,37,neutral,37,m,20,5,,,,,,,,
80,39,neutral,39,f,20,5,,,,,,,,
80,37,neutral,37,m,20,5,,,,,,,,
80,39,mating,39,f,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,status,39,f,20,1,,,,,,,,
80,37,mating,39,f,20,1,,,,,,,,
80,37,neutral,37,m,20,1,,,,,,,,
80,39,status,39,f,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,mating,39,f,20,1,,,,,,,,
80,39,status,39,f,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,neutral,39,f,20,1,,,,,,,,
80,37,status,39,f,20,5,,,,,,,,
80,39,mating,39,f,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,37,neutral,37,m,20,1,,,,,,,,
80,37,mating,37,m,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,37,status,37,m,20,1,,,,,,,,
80,37,status,39,f,20,1,,,,,,,,
80,37,status,39,f,20,5,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,39,mating,39,f,20,1,,,,,,,,
80,37,neutral,37,m,20,1,,,,,,,,
80,37,status,39,f,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,mating,39,f,20,1,,,,,,,,
80,39,neutral,37,m,20,5,,,,,,,,
80,37,neutral,37,m,20,5,,,,,,,,
80,37,mating,39,f,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,neutral,39,f,20,5,,,,,,,,
80,37,status,39,f,20,1,,,,,,,,
80,39,status,39,f,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,37,status,39,f,20,5,,,,,,,,
80,37,neutral,39,f,20,5,,,,,,,,
80,37,neutral,39,f,20,1,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,37,mating,37,m,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,neutral,39,f,20,5,,,,,,,,
80,37,mating,37,m,20,5,,,,,,,,
80,37,status,37,m,20,1,,,,,,,,
80,39,mating,39,f,20,1,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,39,status,39,f,20,1,,,,,,,,
80,39,mating,39,f,20,1,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,mating,39,f,20,5,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,39,status,39,f,20,5,,,,,,,,
80,39,status,39,f,20,1,,,,,,,,
80,39,neutral,39,f,20,1,,,,,,,,
80,39,neutral,39,f,20,1,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,39,neutral,37,m,20,1,,,,,,,,
81,37,neutral,39,f,20,1,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,37,neutral,39,f,20,5,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,39,status,37,f,20,1,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,39,neutral,37,m,20,5,,,,,,,,
81,37,neutral,39,f,20,5,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,37,neutral,39,f,20,1,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,37,mating,39,f,20,1,,,,,,,,
81,37,neutral,39,f,20,1,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,37,mating,39,f,20,1,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,39,status,37,f,20,1,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,37,neutral,39,f,20,1,,,,,,,,
81,37,neutral,39,f,20,5,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,37,neutral,39,f,20,1,,,,,,,,
81,39,status,37,f,20,5,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,37,neutral,39,f,20,1,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,39,neutral,37,m,20,1,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,37,mating,39,f,20,1,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,39,neutral,37,m,20,5,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,39,status,37,f,20,5,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,39,mating,37,m,20,1,,,,,,,,
81,39,neutral,37,m,20,5,,,,,,,,
81,37,status,39,m,20,5,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,39,status,37,f,20,1,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,39,status,37,f,20,1,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,37,neutral,39,f,20,5,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,39,mating,37,m,20,1,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,37,neutral,39,f,20,1,,,,,,,,
81,37,status,39,m,20,1,,,,,,,,
81,37,mating,39,f,20,1,,,,,,,,
81,39,neutral,39,f,20,1,,,,,,,,
81,39,status,37,f,20,5,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,39,mating,37,m,20,5,,,,,,,,
81,39,mating,37,m,20,5,,,,,,,,
81,39,neutral,37,m,20,1,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,39,status,37,f,20,1,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,39,mating,39,f,20,5,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,37,neutral,39,f,20,5,,,,,,,,
81,37,neutral,39,f,20,1,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,39,mating,37,m,20,1,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,39,status,39,m,20,5,,,,,,,,
81,37,mating,37,m,20,5,,,,,,,,
81,39,neutral,39,f,20,5,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,39,status,37,f,20,5,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,37,status,37,f,20,1,,,,,,,,
81,37,status,37,f,20,5,,,,,,,,
81,37,mating,37,m,20,1,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,39,mating,39,f,20,1,,,,,,,,
81,37,neutral,37,m,20,1,,,,,,,,
81,39,neutral,37,m,20,5,,,,,,,,
81,37,neutral,37,m,20,5,,,,,,,,
81,39,status,39,m,20,1,,,,,,,,
84,37,status,37,f,20,1,,,,,,,,
84,39,status,39,m,20,1,,,,,,,,
84,37,status,37,f,20,5,,,,,,,,
84,39,neutral,39,f,20,5,,,,,,,,
84,39,neutral,39,f,20,1,,,,,,,,
84,39,mating,39,f,20,5,,,,,,,,
84,39,neutral,37,m,20,5,,,,,,,,
84,37,mating,37,m,20,1,,,,,,,,
84,39,neutral,39,f,20,5,,,,,,,,
84,39,mating,39,f,20,5,,,,,,,,
84,39,mating,39,f,20,1,,,,,,,,
84,39,mating,39,f,20,5,,,,,,,,
84,39,status,39,m,20,5,,,,,,,,
84,39,neutral,37,m,20,5,,,,,,,,
84,37,neutral,37,m,20,1,,,,,,,,
84,37,mating,39,f,20,5,,,,,,,,
84,37,mating,37,m,20,5,,,,,,,,
84,39,mating,39,f,20,1,,,,,,,,
84,39,neutral,39,f,20,1,,,,,,,,
84,37,neutral,37,m,20,1,,,,,,,,
84,39,neutral,39,f,20,1,,,,,,,,
84,39,status,39,m,20,1,,,,,,,,
84,37,mating,37,m,20,1,,,,,,,,
84,37,neutral,39,f,20,5,,,,,,,,
84,39,neutral,39,f,20,5,,,,,,,,
84,39,status,39,m,20,1,,,,,,,,
84,37,mating,39,f,20,5,,,,,,,,
84,39,mating,39,f,20,5,,,,,,,,
84,39,mating,39,f,20,1,,,,,,,,
84,37,mating,37,m,20,5,,,,,,,,
84,37,status,37,f,20,5,,,,,,,,
84,37,neutral,37,m,20,1,,,,,,,,
84,39,neutral,39,f,20,5,,,,,,,,
84,39,status,39,m,20,5,,,,,,,,
84,39,mating,39,f,20,1,,,,,,,,
84,39,status,39,m,20,1,,,,,,,,
84,37,mating,37,m,20,1,,,,,,,,
84,39,neutral,39,f,20,1,,,,,,,,
84,37,mating,37,m,20,5,,,,,,,,
84,37,mating,39,f,20,1,,,,,,,,
84,37,neutral,37,m,20,1,,,,,,,,
84,37,status,37,f,20,1,,,,,,,,
84,37,mating,37,m,20,1,,,,,,,,
