SID,correct_response,context,optimal_response,stim_gender,stim_chosen,reward_possible,,,,,mating,neutral,status,
62,39,status,39,m,80,5,,,,,,,,
62,39,mating,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,39,mating,37,f,80,5,,,,,,,,
62,37,neutral,39,m,80,5,,,,,,,,
62,39,status,37,f,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,39,status,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,39,neutral,39,m,80,5,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,39,mating,39,m,80,5,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,39,status,37,f,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,neutral,39,m,80,1,,,,,,,,
62,37,mating,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,39,mating,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,neutral,39,m,80,1,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,39,status,37,f,80,1,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,status,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,39,neutral,39,m,80,1,,,,,,,,
62,39,mating,37,f,80,1,,,,,,,,
62,39,neutral,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,39,status,37,f,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,39,neutral,39,m,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,39,neutral,39,m,80,5,,,,,,,,
62,39,neutral,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,39,neutral,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,status,39,m,80,1,,,,,,,,
62,39,status,37,f,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,37,status,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,39,mating,39,m,80,5,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,37,neutral,39,m,80,1,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,39,neutral,39,m,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,39,neutral,39,m,80,5,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,39,neutral,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,neutral,39,m,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,39,status,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,neutral,39,m,80,5,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,39,neutral,39,m,80,1,,,,,,,,
62,39,neutral,39,m,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,39,status,37,f,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,39,neutral,37,f,80,1,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,39,mating,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,neutral,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,39,mating,39,m,80,1,,,,,,,,
62,39,mating,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,37,neutral,39,m,80,1,,,,,,,,
62,39,neutral,37,f,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,39,mating,37,f,80,1,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,neutral,39,m,80,1,,,,,,,,
62,39,neutral,39,m,80,5,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,39,neutral,39,m,80,1,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,neutral,39,m,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,39,mating,37,f,80,1,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,status,37,f,80,5,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,neutral,37,f,80,1,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,5,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,39,neutral,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,mating,37,f,80,1,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,37,status,37,f,80,5,,,,,,,,
62,39,neutral,37,f,80,5,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,status,37,f,80,1,,,,,,,,
62,39,status,37,f,80,5,,,,,,,,
62,39,neutral,39,m,80,5,,,,,,,,
62,39,neutral,39,m,80,5,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
62,39,neutral,37,f,80,5,,,,,,,,
62,39,mating,37,f,80,1,,,,,,,,
62,37,neutral,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,39,status,39,m,80,1,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,37,neutral,37,f,80,1,,,,,,,,
62,37,mating,37,f,80,5,,,,,,,,
62,37,neutral,39,m,80,1,,,,,,,,
62,39,status,39,m,80,5,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,status,37,f,80,1,,,,,,,,
68,37,mating,39,m,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,mating,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,status,39,m,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,neutral,37,f,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,neutral,39,m,80,5,,,,,,,,
68,39,status,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,39,status,37,f,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,37,mating,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,neutral,37,f,80,5,,,,,,,,
68,37,status,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,neutral,39,m,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,neutral,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,mating,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,mating,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,mating,37,f,80,1,,,,,,,,
68,39,neutral,37,f,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,39,neutral,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,mating,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,status,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,neutral,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,neutral,39,m,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,mating,37,f,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,39,mating,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,neutral,39,m,80,5,,,,,,,,
68,37,mating,39,m,80,5,,,,,,,,
68,39,status,37,f,80,5,,,,,,,,
68,37,status,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,39,neutral,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,mating,39,m,80,1,,,,,,,,
68,39,neutral,37,f,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,status,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,status,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,neutral,39,m,80,1,,,,,,,,
68,39,mating,37,f,80,1,,,,,,,,
68,39,status,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,39,neutral,37,f,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,mating,39,m,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,status,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,mating,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,neutral,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,mating,39,m,80,5,,,,,,,,
68,37,neutral,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,mating,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,39,neutral,37,f,80,1,,,,,,,,
68,37,neutral,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,mating,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,mating,37,f,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,status,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,status,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,neutral,39,m,80,5,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,neutral,37,f,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,mating,37,f,80,5,,,,,,,,
68,37,neutral,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,neutral,37,f,80,5,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,neutral,37,f,80,1,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,mating,37,f,80,5,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,39,status,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,status,37,f,80,5,,,,,,,,
68,37,status,37,f,80,1,,,,,,,,
68,39,mating,39,m,80,5,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,mating,39,m,80,1,,,,,,,,
68,37,neutral,37,f,80,5,,,,,,,,
68,39,neutral,39,m,80,1,,,,,,,,
68,39,status,37,f,80,5,,,,,,,,
68,39,status,39,m,80,1,,,,,,,,
68,39,neutral,39,m,80,5,,,,,,,,
68,39,status,39,m,80,5,,,,,,,,
68,37,mating,39,m,80,1,,,,,,,,
68,37,neutral,39,m,80,5,,,,,,,,
68,37,mating,39,m,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
68,37,mating,37,f,80,1,,,,,,,,
74,37,status,37,m,80,5,,,,,,,,
74,39,neutral,37,m,80,1,,,,,,,,
74,37,neutral,39,f,80,1,,,,,,,,
74,37,mating,39,m,80,5,,,,,,,,
74,39,neutral,37,m,80,5,,,,,,,,
74,39,status,39,f,80,1,,,,,,,,
74,37,mating,37,f,80,5,,,,,,,,
74,39,mating,39,m,80,1,,,,,,,,
74,37,status,37,m,80,1,,,,,,,,
74,37,mating,39,m,80,1,,,,,,,,
74,37,mating,39,m,80,5,,,,,,,,
74,37,neutral,39,f,80,1,,,,,,,,
74,39,neutral,39,f,80,5,,,,,,,,
74,37,neutral,37,m,80,1,,,,,,,,
74,37,mating,37,f,80,5,,,,,,,,
74,39,mating,37,f,80,5,,,,,,,,
74,37,neutral,37,m,80,5,,,,,,,,
74,39,status,37,m,80,5,,,,,,,,
74,37,status,37,m,80,1,,,,,,,,
74,39,status,39,f,80,5,,,,,,,,
74,37,neutral,37,m,80,5,,,,,,,,
74,37,neutral,37,m,80,5,,,,,,,,
74,37,neutral,37,m,80,5,,,,,,,,
74,37,neutral,37,m,80,1,,,,,,,,
74,39,mating,37,f,80,1,,,,,,,,
74,39,neutral,39,f,80,5,,,,,,,,
74,37,mating,37,f,80,1,,,,,,,,
74,37,mating,39,m,80,5,,,,,,,,
74,37,mating,37,f,80,5,,,,,,,,
74,39,status,39,f,80,1,,,,,,,,
74,37,status,39,f,80,5,,,,,,,,
74,37,neutral,37,m,80,1,,,,,,,,
74,39,mating,39,m,80,5,,,,,,,,
74,37,mating,37,f,80,5,,,,,,,,
74,37,status,37,m,80,5,,,,,,,,
74,37,mating,37,f,80,5,,,,,,,,
74,39,status,39,f,80,5,,,,,,,,
74,39,status,39,f,80,1,,,,,,,,
74,37,status,37,m,80,5,,,,,,,,
74,37,mating,37,f,80,1,,,,,,,,
74,37,status,37,m,80,1,,,,,,,,
74,39,neutral,39,f,80,5,,,,,,,,
74,37,status,37,m,80,1,,,,,,,,
74,39,status,39,f,80,1,,,,,,,,
74,37,neutral,37,m,80,1,,,,,,,,
74,37,status,37,m,80,5,,,,,,,,
74,39,neutral,37,m,80,5,,,,,,,,
74,39,status,39,f,80,5,,,,,,,,
74,39,status,37,m,80,5,,,,,,,,
74,39,status,39,f,80,1,,,,,,,,
74,37,mating,37,f,80,1,,,,,,,,
74,39,neutral,39,f,80,1,,,,,,,,
74,39,status,39,f,80,1,,,,,,,,
74,37,status,37,m,80,1,,,,,,,,
74,39,neutral,39,f,80,1,,,,,,,,
74,39,status,39,f,80,5,,,,,,,,
74,37,neutral,39,f,80,5,,,,,,,,
74,37,status,37,m,80,1,,,,,,,,
74,37,mating,37,f,80,5,,,,,,,,
74,39,status,39,f,80,5,,,,,,,,
74,39,status,39,f,80,1,,,,,,,,
74,37,mating,39,m,80,5,,,,,,,,
74,39,status,39,f,80,1,,,,,,,,
74,37,neutral,37,m,80,5,,,,,,,,
74,39,neutral,37,m,80,5,,,,,,,,
74,39,neutral,39,f,80,5,,,,,,,,
74,37,neutral,37,m,80,5,,,,,,,,
74,37,neutral,37,m,80,1,,,,,,,,
74,39,mating,37,f,80,5,,,,,,,,
74,37,status,37,m,80,5,,,,,,,,
74,37,status,37,m,80,1,,,,,,,,
74,39,mating,39,m,80,5,,,,,,,,
74,37,neutral,37,m,80,1,,,,,,,,
74,39,status,37,m,80,5,,,,,,,,
74,39,status,37,m,80,5,,,,,,,,
74,37,neutral,39,f,80,5,,,,,,,,
74,39,mating,37,f,80,5,,,,,,,,
74,37,neutral,37,m,80,1,,,,,,,,
74,37,status,37,m,80,1,,,,,,,,
74,39,neutral,39,f,80,5,,,,,,,,
74,39,neutral,37,m,80,5,,,,,,,,
74,37,status,37,m,80,1,,,,,,,,
74,37,status,37,m,80,5,,,,,,,,
74,39,neutral,39,f,80,5,,,,,,,,
74,39,neutral,39,f,80,1,,,,,,,,
74,37,mating,37,f,80,1,,,,,,,,
74,37,neutral,37,m,80,5,,,,,,,,
74,37,status,39,f,80,5,,,,,,,,
74,37,mating,37,f,80,1,,,,,,,,
74,39,status,37,m,80,1,,,,,,,,
74,37,neutral,39,f,80,1,,,,,,,,
74,37,neutral,37,m,80,5,,,,,,,,
74,37,neutral,37,m,80,5,,,,,,,,
74,37,status,37,m,80,5,,,,,,,,
74,39,status,37,m,80,5,,,,,,,,
74,39,mating,39,m,80,5,,,,,,,,
